date,open,high,low,close,volume,market_cap,volatility,growth,ma7,ma25,ma99,rsi,std,bb-mb,bb-ub,bb-lb,fr-0.236,fr-0.382,fr-0.5,fr-0.618,macd,signal,obv,sentiment,gf-index,label
2020-01-02,0.011933904528763787,-0.0173573940969568,-0.01819908213324902,-0.02814686689205136,0.3227333717824466,-0.02650990986672704,-0.014709721282482236,-0.027004283965728283,0.001774163333223058,-0.006988907926774332,-0.0026590073329416353,-0.028208082300046105,-0.010890517442437646,-0.00511729739084213,-0.0058490248637145335,-0.0041370992559238194,0.0,0.0,0.0,0.0,-0.027467345935375104,-0.04260636516438671,0.03124485366518222,2,1.0,0.0562937337841025
2020-01-03,-0.02775375422596117,0.03226283853781253,-0.003972036860502065,0.05329363602530701,0.48249758439452717,0.050513459952605734,0.05013746350980717,0.0562937337841025,0.00880364379102812,-0.00393219602434779,-0.0019665640506859217,0.07277566234306013,-0.022766771604371502,-0.0033050342718124793,-0.005730627225315054,-7.406429937123651e-05,0.0,0.0,0.0,0.0,-0.142874307791609,-0.05622439645799912,-0.06425576918641106,2,1.0,-0.0012653516933384139
2020-01-04,0.053434546401726624,0.005226352594773706,0.04996226415094343,-0.0011177347242921438,-1.2415008227253101,0.006770894193930565,-0.012045614504609451,-0.00126516335491565,0.0066079295154189656,-0.003440016231062443,-0.0024722442345003672,-0.0011511355343245446,-0.045955639165473926,-0.0041296009471522305,-0.009159154584770523,0.0024925780428490885,-0.016929533310490928,-0.014115146074203553,-0.011710887465690718,-0.009180955705643968,-0.14045646055328184,-0.06692690602598542,0.027867542225320546,2,1.0,0.00871833084947851
2020-01-05,-0.0012667660208645001,0.016933207902163714,0.012594083016618211,0.008642978503361275,0.27484715011040733,0.008982725143384196,-0.0022802680889450685,0.00871833084947851,0.0010946966823098185,-0.002434515479815008,-0.0023861284065080307,0.011673053785024446,-0.036136626322781494,-0.0032542284631093448,-0.007097496592000967,0.001761510775835417,-0.0033974099751669425,-0.002831021270595478,-0.0023476761674186067,-0.0018395689413224312,-0.16727225754491545,-0.07870941408254856,-0.03996576712432051,2,1.0,0.06485927458077861
2020-01-06,0.008642978503361275,0.043071809431479806,0.004968115082307696,0.06090877558099203,0.3771866993410643,0.055747421199002556,0.05718900861852076,0.06485927458077861,0.013430425902757882,-0.00021860777211346442,-0.0015729835529492112,0.07697427638113664,-0.026215349197215337,-0.0013400949064175552,-0.004185079978905447,0.0023486556272599136,-0.001541824959582494,-0.0012844542194771667,-0.0010649236192715205,-0.0008342500695836359,-0.46901340085665183,-0.11344597889468033,-0.06856984858793602,1,1.0,-0.009295872355185397
2020-01-07,0.06084362425419719,0.0061936549446012365,0.02810608244450834,-0.009453781512605001,0.08875671388360848,-0.005170127149751316,-0.0012388084953667657,-0.00929651727487148,0.014375599422446577,-0.0006076127805273206,-0.0023911973771612743,-0.010422620094732344,-0.020927727926122405,-0.001192842942345883,-0.003411197737011477,0.0016688693597519484,0.0,0.0,0.0,0.0,-0.5404088896811119,-0.141607414834145,0.06998257745200367,2,1.0,-0.0145658263305323
2020-01-08,-0.009383753501400385,0.016647492725181078,-0.012624972633729765,-0.014781125639568026,0.21509344233813463,-0.016055484329530596,0.0013709075766217154,-0.0145658263305323,0.01037777175160104,-0.0003251785442941781,-0.0022005858571736044,-0.01634699277851594,-0.019909627882058592,-0.001316917799828341,-0.0033729969156151398,0.0013230425621948059,0.0,0.0,0.0,0.0,-0.5498567397155015,-0.16179233664408801,0.08186158248774807,2,2.0,-0.021461057418987933
2020-01-09,-0.014492753623188552,-0.044310954063604316,-0.012786400591278564,-0.02163496442572956,-0.5583252528808612,-0.016271012590677297,0.0037045957019935364,-0.02145495879511212,0.010883806340462038,-0.001436493009270145,-0.002683912753258731,-0.02370190482095574,-0.017590633275601952,-0.0015623210692493814,-0.003309940771620995,0.000672677055391391,0.0,0.0,0.0,0.0,-0.3307736941961745,-0.1691324012113222,0.04990991314068849,2,1.0,0.05161899230434161
2020-01-10,-0.021999564365062087,0.025280705379899345,0.00014779781259223923,0.04901960784313721,0.10583084736369207,0.034744712071744566,0.028138897054665307,0.05162274014375963,0.010706048049641636,0.0036720448529208474,-0.0018886141558116796,0.06044875600800025,-0.014714547417710068,-0.0006670895659824065,-0.0021798098805808626,0.0012608583252019386,0.0,0.0,0.0,0.0,-14.362200907414529,-0.21801292379532533,-0.0591168101050406,2,1.0,-0.016915216790941847
2020-01-11,0.04902299247393511,0.019452887537994082,0.04764585825885009,-0.017277707543194326,-0.11145093282596438,-0.0071273547850993334,0.0031079012253476205,-0.016916384726921335,0.008279352226720826,0.006177694604913991,-0.0021030847567882357,-0.01913504603513585,-0.026202494100845297,-0.0012436409381189782,-0.0038728867227776497,0.0020874126142162303,0.0,0.0,0.0,0.0,1.1394460798353707,-0.2602643733569749,0.05050268167907732,0,2.0,0.0290771175726927
