timestamp,open,high,low,close,volume,market_cap
2017-08-17,301.13,312.18,298.0,302.0,7030.71034,28357573570.0
2017-08-18,302.0,311.79,283.94,293.96,9537.84646,27812276026.1
2017-08-19,293.31,299.9,278.0,290.91,2146.19773,27995885730.5
2017-08-20,289.41,300.53,282.85,299.1,2510.13871,28375046490.7
2017-08-21,299.1,346.52,294.6,323.29,5219.44542,30280406340.3
2017-08-22,321.04,330.41,144.21,309.8,7956.35088,29646659313.6
2017-08-23,312.25,324.99,309.41,315.74,8665.72569,29911326161.9
2017-08-24,315.74,328.04,314.01,323.42,6753.27192,30680964299.9
2017-08-25,323.42,338.28,323.42,327.24,7125.96962,31281210162.4
2017-08-26,327.24,335.44,323.41,330.79,4877.68521,31472781161.6
2017-08-27,332.18,348.13,330.73,348.13,4635.43715,32799991738.8
2017-08-28,348.11,351.0,331.95,346.0,4279.1817,32792635350.2
2017-08-29,347.0,377.6,346.0,374.7,3032.13425,34961063278.1
2017-08-30,374.7,393.71,362.05,385.93,4446.59608,35705639884.6
2017-08-31,384.64,389.36,377.78,384.79,4435.86855,36142706813.6
2017-09-01,386.44,394.39,383.18,388.46,4198.68434,36593410761.0
2017-09-02,388.58,394.32,320.08,343.14,8240.32724,32942250737.6
2017-09-03,343.56,367.28,320.08,341.77,5253.62211,32807142041.2
2017-09-04,339.29,344.55,267.94,283.77,6737.81061,27873682151.2
2017-09-05,286.81,321.52,235.55,312.09,8344.41924,29562162666.3
2017-09-06,313.29,336.34,312.09,335.0,5486.30988,31584914370.2
2017-09-07,335.01,342.5,320.17,334.49,3103.89745,31127463389.8
2017-09-08,334.49,335.1,272.0,302.99,4915.75693,28021550341.3
2017-09-09,300.01,307.0,281.66,296.74,2740.58822,27829435117.5
2017-09-10,296.72,302.78,261.03,293.5,4156.45099,27300089799.4
2017-09-11,293.51,304.98,285.21,297.3,4829.64647,27852586150.0
2017-09-12,297.78,316.46,286.01,293.96,5176.31402,27568017612.9
2017-09-13,293.93,294.5,257.05,276.91,6451.22836,26215830135.1
2017-09-14,275.76,283.77,215.0,215.21,12601.95676,20240633669.4
2017-09-15,217.0,270.93,192.0,253.0,14223.8953,23704566169.9
2017-09-16,255.99,271.81,235.51,249.31,10362.06011,23336257867.7
2017-09-17,249.32,264.39,239.02,257.55,4614.53337,23835888182.5
2017-09-18,257.53,306.22,257.11,294.57,4125.97051,27794233413.2
2017-09-19,296.0,300.0,277.41,284.0,1869.90852,26787085257.8
2017-09-20,284.01,294.0,275.91,282.0,1060.56734,26881372918.4
2017-09-21,285.1,287.0,252.1,257.0,1912.55583,24502550354.3
2017-09-22,258.0,272.97,253.01,264.0,1464.5125,25049676631.9
2017-09-23,259.99,286.23,255.11,285.93,2824.33572,27125537826.4
2017-09-24,286.5,294.61,275.0,282.0,5575.54422,26780610986.1
2017-09-25,282.0,299.0,281.34,294.42,5870.48035,27718684464.8
2017-09-26,294.42,296.81,286.24,287.9,4566.92804,27259015800.1
2017-09-27,289.91,313.0,286.13,309.74,5518.10382,29068342955.7
2017-09-28,309.81,311.81,296.89,302.44,6600.90922,28379292200.9
2017-09-29,302.44,303.0,274.0,292.22,11089.19902,27654290279.9
2017-09-30,292.62,307.49,292.22,304.36,4020.60795,28607406297.7
2017-10-01,305.13,306.0,294.0,303.95,5060.05758,28694730559.4
2017-10-02,303.94,305.0,295.0,296.5,3710.83747,28237763673.8
2017-10-03,298.15,301.99,283.18,292.48,5546.85702,27766443809.3
2017-10-04,292.47,297.97,288.0,291.99,4014.88792,27789444566.8
2017-10-05,290.0,297.44,285.53,294.81,3412.39016,28098336332.5
2017-10-06,294.78,310.8,293.78,310.8,3541.02359,29311483315.4
2017-10-07,309.9,318.5,303.6,311.01,2165.79076,29557048402.5
2017-10-08,311.08,317.07,309.0,311.07,2960.93198,29322710612.1
2017-10-09,311.13,312.13,286.65,297.19,4885.37863,28261533648.4
2017-10-10,297.35,308.56,293.0,298.64,6749.27468,28501667385.4
2017-10-11,300.88,305.5,298.02,304.01,3724.6863,28847211567.6
2017-10-12,304.01,310.0,302.71,303.99,7827.75596,28916525239.7
2017-10-13,303.52,353.96,297.0,337.96,17925.36585,32213441853.9
2017-10-14,337.96,349.8,335.0,342.0,7731.96469,32301459659.3
2017-10-15,342.0,348.0,316.17,337.96,10011.34708,32018244067.1
2017-10-16,337.5,354.0,332.78,335.19,8663.47097,31718200756.4
2017-10-17,335.18,336.58,312.65,315.19,8146.74356,30173609811.9
2017-10-18,315.19,318.0,284.68,309.7,12908.0454,29917084625.0
2017-10-19,311.52,315.0,300.0,308.66,8678.74739,29330304837.3
2017-10-20,308.66,311.18,302.0,304.51,8739.31764,28947916800.4
2017-10-21,304.51,305.34,290.0,298.94,8591.63121,28590314193.9
2017-10-22,298.99,306.99,290.0,293.79,7173.06893,28144794781.6
2017-10-23,293.78,294.6,272.2,281.09,9658.78404,27341319875.9
2017-10-24,282.27,310.0,275.5,297.38,14066.67924,28431576038.0
2017-10-25,295.43,300.0,281.0,294.49,9703.09261,28399185652.0
2017-10-26,294.1,299.76,291.03,294.71,7813.02717,28271925665.9
2017-10-27,294.72,298.1,292.03,296.33,6272.14802,28363439564.0
2017-10-28,296.14,297.0,290.1,291.87,5848.86589,28262202960.2
2017-10-29,291.86,309.4,291.86,305.0,9019.13315,29106827254.2
2017-10-30,305.0,316.0,302.1,307.25,8946.12026,29367079932.6
2017-10-31,305.95,309.99,304.01,304.9,7640.41182,29194751984.9
2017-11-01,304.89,305.9,286.34,287.01,9843.1666,27846764493.8
2017-11-02,287.3,293.0,274.73,283.12,13423.8572,27445442367.9
2017-11-03,283.12,307.0,282.0,304.08,8194.03465,29197317355.4
2017-11-04,304.09,304.99,292.11,298.04,7828.41744,28702737364.9
2017-11-05,298.1,302.14,293.13,295.53,6638.42119,28307052340.9
2017-11-06,295.19,305.58,290.11,297.97,7515.50103,28564296471.6
2017-11-07,297.25,303.52,287.0,291.78,9418.57881,28165778801.2
2017-11-08,291.31,320.0,290.02,303.02,15961.85772,29549552409.4
2017-11-09,303.6,329.0,299.5,317.87,11151.29946,30685584327.4
2017-11-10,318.5,322.65,285.82,293.5,15597.16557,28623188737.6
2017-11-11,293.52,318.0,291.91,310.02,10850.16279,30105285828.4
2017-11-12,310.87,316.99,281.01,305.24,21123.15319,29463540579.2
2017-11-13,304.0,318.88,303.7,312.99,15551.67434,30312834755.5
2017-11-14,313.0,337.54,312.94,335.61,17709.2227,32321383639.1
2017-11-15,335.6,339.0,324.0,331.33,15597.16131,31919060540.0
2017-11-16,330.98,334.75,321.41,331.49,14145.71696,31692795452.9
2017-11-17,331.49,334.6,323.84,331.23,18042.02544,31840349187.1
2017-11-18,331.2,349.9,326.01,346.66,14361.4973,33305160559.1
2017-11-19,346.66,373.56,343.07,354.15,19397.74898,33961430090.0
2017-11-20,355.15,372.5,353.9,367.42,18277.0194,35151847932.9
2017-11-21,367.42,375.5,350.02,362.12,26237.64398,34552559750.0
2017-11-22,362.12,384.84,359.0,380.65,18121.58484,36501878924.8
2017-11-23,380.63,425.0,370.02,405.0,25409.00111,39340408035.9
2017-11-24,405.03,475.0,392.8,469.0,30398.35831,45560021462.3
2017-11-25,467.57,484.47,450.0,461.82,21428.63117,44741093552.3
2017-11-26,461.0,465.0,436.14,462.84,21691.11759,45235644661.6
2017-11-27,462.84,486.94,453.0,472.31,23761.11416,46111561438.2
2017-11-28,472.32,477.5,453.5,466.17,23967.24816,45405717908.6
2017-11-29,466.17,515.0,385.0,421.7,51313.49571,41057383008.6
2017-11-30,421.92,460.0,387.01,427.43,45184.22265,42947937239.0
2017-12-01,428.05,465.97,413.74,457.51,33072.21995,44823457368.9
2017-12-02,457.53,471.91,445.0,457.63,25796.14,44535863932.9
2017-12-03,457.31,485.9,440.11,460.3,24490.05997,44776362723.9
2017-12-04,460.3,470.98,445.0,466.67,23182.65949,45204145124.6
2017-12-05,466.66,468.67,445.21,452.26,25387.11695,44548159326.4
2017-12-06,452.26,455.1,400.0,411.01,38638.76036,41220997941.6
2017-12-07,413.5,427.61,375.01,406.33,41343.73269,41789848007.1
2017-12-08,406.52,456.78,390.0,442.56,41064.60305,43879256076.4
2017-12-09,442.56,488.0,426.4,460.0,41918.34044,45570080683.4
2017-12-10,460.0,460.05,403.2,427.35,34919.25938,42520479602.2
2017-12-11,427.35,512.0,427.35,508.7,29763.16644,49597927197.8
2017-12-12,508.44,639.27,494.89,620.0,59387.02259,62733982231.6
2017-12-13,622.0,705.69,539.93,683.99,57694.18773,67692231422.2
2017-12-14,683.98,747.6,630.5,679.76,60919.26902,67036917106.7
2017-12-15,679.76,689.0,594.6,674.95,39778.16165,65956174320.9
2017-12-16,673.75,712.0,669.22,682.81,26866.0533,67103695920.2
2017-12-17,681.8,728.0,680.33,707.64,31398.4476,69409025337.5
2017-12-18,707.62,798.88,638.0,784.0,45673.70777,76623897491.8
2017-12-19,784.0,864.9,729.01,798.0,69423.62125,79743740361.5
2017-12-20,798.0,828.0,661.0,790.21,72526.28416,79014430827.6
2017-12-21,794.62,845.99,705.98,782.41,78222.53998,79221896340.7
2017-12-22,784.0,796.0,504.99,635.97,154630.49482,65129109276.5
2017-12-23,635.15,714.99,627.97,640.34,79001.05634,69441297649.2
2017-12-24,640.33,667.64,563.49,658.0,95431.94156,67019237420.1
2017-12-25,659.4,744.0,599.99,714.95,78544.84102,73955757348.5
2017-12-26,713.12,750.0,712.56,750.0,60052.47905,74744613930.9
2017-12-27,750.0,766.05,693.18,739.89,51339.2782,73698377069.6
2017-12-28,739.89,744.93,645.88,707.89,72679.61288,71219054808.3
2017-12-29,709.5,757.87,703.0,733.99,64028.12647,72835328712.1
2017-12-30,732.9,735.0,635.82,681.06,89879.99994,69338470695.5
