,timestamp,open,high,low,close,volume,market_cap,volatility,growth,ma7,ma25,ma99,rsi,std,bb-mb,bb-ub,bb-lb,fr-0.236,fr-0.382,fr-0.5,fr-0.618,macd,signal,obv,label
108,2017-12-03,10902.69,11825.0,10500.0,11165.41,5346.636524,189302389920.0,0.2713017341400905,262.71999999999935,10273.15,8308.9288,5808.91797979798,74.76053020388103,1432.9126250146517,7872.082222222221,10737.907472251525,5006.256972192918,9901.77632,9120.03684,8488.22,7856.40316,569.9682906271846,444.76290370713997,45085.327413,413.59000000000015
109,2017-12-04,11165.41,11600.0,10802.0,11579.0,4663.424562,194912755450.0,0.26555502128042463,413.59000000000015,10548.721428571429,8488.8892,5882.342121212121,75.94415569131401,1529.6566361556283,8022.332777777778,11081.646050089035,4963.019505466521,10217.75908,9375.63546,8695.015,8014.394539999999,608.0251161872347,474.44694233988446,49748.751975,128.95999999999913
110,2017-12-05,11571.03,11853.0,11447.68,11699.99,5550.732055,199278350420.0,0.26436840406586937,128.95999999999913,10806.319999999998,8696.6096,5956.213838383839,76.27887690049431,1611.9037784206039,8177.31861111111,11401.126167952318,4953.511054269902,10310.19544,9450.40728,8755.51,8060.612719999999,637.7506323130438,504.1385223350043,55299.48403,1850.0599999999995
111,2017-12-06,11699.99,13615.23,11665.58,13550.05,6707.946319,239024437136.0,0.2921382108977982,1850.0599999999995,11358.058571428572,8988.8096,6046.744848484848,80.53800560228608,1816.3571280148053,8374.18111111111,12006.89536714072,4741.466855081499,11723.64128,10593.744359999999,9680.539999999999,8767.33564,725.5277159228117,544.3911029873329,62007.430349,3057.99
112,2017-12-07,13541.01,16649.96,13050.0,16599.0,7487.065695,299405364249.0,0.3439075204904757,3057.99,12323.778571428571,9420.3284,6168.4,85.07925192800906,2253.8894111865307,8647.653888888888,13155.43271126195,4139.875066515827,14053.03908,12477.995459999998,11205.015,9932.03454,904.7375582326422,609.908640304662,69494.496044,-719.0
113,2017-12-08,16599.0,17204.99,14015.0,15880.0,17589.013136,277185764485.0,0.3504544705250458,-719.0,13051.922857142856,9796.8888,6281.077878787878,80.52187807411678,2537.026186128105,8893.765555555556,13967.817927811766,3819.7131832993455,14053.03908,12477.995459999998,11205.015,9932.03454,1014.6303708537289,683.4944094954014,51905.482908,-1223.9400000000005
114,2017-12-09,15880.01,16269.3,12535.0,14656.07,13918.758687,253946084745.0,0.3651945866736164,-1223.9400000000005,13589.931428571426,10120.132000000001,6380.281515151515,73.61735988240906,2692.519853917154,9103.23861111111,14488.278318945417,3718.1989032768024,14053.03908,12477.995459999998,11205.015,9932.03454,1048.2106505498687,749.8064533234864,37986.724221,235.96999999999935
115,2017-12-10,14664.01,15720.12,12368.0,14899.98,16553.037173,258615393665.0,0.3649490788138714,235.96999999999935,14123.441428571428,10426.5288,6485.613232323232,74.07305905865294,2842.086580346013,9312.763333333334,14996.93649402536,3628.5901726413085,14053.03908,12477.995459999998,11205.015,9932.03454,1074.7869185333257,808.8938106343662,54539.761394,1641.710000000001
116,2017-12-11,14946.26,17470.0,14901.08,16587.97,11820.401762,283439888520.0,0.37456389770197274,1641.710000000001,14839.00857142857,10775.4676,6607.622222222222,76.91179432062285,3067.779204702709,9569.512222222222,15705.070631627641,3433.9538128168033,14053.03908,12477.995459999998,11205.015,9932.03454,1149.7928121337009,870.8754472706089,66360.163156,-237.98000000000138
117,2017-12-12,16587.97,16976.45,15875.0,16349.99,9436.802411,291483935710.0,0.3683148434020175,-237.98000000000138,15503.294285714286,11121.4996,6731.358383838384,75.70972277464638,3234.2418747342817,9830.341944444444,16298.825693913008,3361.858194975881,14053.03908,12477.995459999998,11205.015,9932.03454,1190.8991228245104,929.061570098591,56923.360745,-316.6999999999989
118,2017-12-13,16349.99,16546.0,14666.56,16033.29,12416.328801,274663619978.0,0.37076608473834727,-316.6999999999989,15858.042857142858,11452.3536,6849.205050505051,74.12396061589297,3358.1487439039283,10079.487777777778,16795.785265585633,3363.1902899699217,14053.03908,12477.995459999998,11205.015,9932.03454,1201.1364891704652,978.5297372025681,44507.031944,304.6399999999994
119,2017-12-14,16030.34,16445.0,15450.0,16334.98,11616.867151,277310347000.0,0.3706285070130706,304.6399999999994,15820.325714285715,11784.2328,6967.540505050505,74.6443265435251,3479.971201316212,10330.37611111111,17290.318513743536,3370.4337084786866,14053.03908,12477.995459999998,11205.015,9932.03454,1209.4997490120495,1020.5242848042919,56123.899095,1204.8500000000022
120,2017-12-15,16334.98,17991.0,16298.45,17539.83,9181.273947,296482120238.0,0.3695765345718115,1204.8500000000022,16057.444285714286,12157.346000000001,7097.320505050505,76.57906309381468,3634.0810669483017,10620.927222222223,17889.089356118828,3352.765088325619,14771.833200000001,13059.4284,11675.43,10291.4316,1250.2642799515743,1062.2951930128886,65305.173042,1585.8499999999985
121,2017-12-16,17516.81,19539.0,17190.01,19102.66,4202.628709,326502485530.0,0.3565537969426932,1585.8499999999985,16692.67142857143,12596.671999999999,7247.01606060606,78.74307813988747,3827.8577921350798,10970.807222222222,18626.52280649238,3315.0916379520622,15965.83532,14025.25734,12456.845,10888.432659999999,1330.424247138233,1111.0459301265876,69507.801751,-260.16999999999825
122,2017-12-17,19120.19,19798.68,18510.0,18860.02,9177.183434,320576568850.0,0.35184899555983495,-260.16999999999825,17258.391428571427,13022.836000000001,7394.503030303031,77.59811294150238,3958.079427460334,11321.223055555556,19237.381910476222,3405.064200634888,15965.83532,14025.25734,12456.845,10888.432659999999,1373.8389569990413,1158.8264804670337,60330.61831700001,-3.790000000000873
123,2017-12-18,18860.04,19300.0,17029.98,18856.25,10624.633071,320174318520.0,0.33730830800966527,-3.790000000000873,17582.431428571428,13456.2864,7543.249292929293,77.58008510712214,4035.5951580982055,11683.590277777777,19754.78059397419,3612.3999615813664,16120.40588,14275.45206,12784.325,11293.19794,1396.0093077613546,1201.9506308841828,49705.98524600001,-1561.0499999999993
124,2017-12-19,18856.25,18950.0,16300.0,17295.2,13210.74822,297801055828.0,0.34879143381747146,-1561.0499999999993,17717.46142857143,13822.574400000001,7675.438484848484,70.5949332619611,4039.1662899220805,11984.401666666667,20062.734246510827,3906.0690868225056,16146.12988,14317.090059999999,12838.825,11360.55994,1342.0985637188896,1227.4320732177657,36495.23702600001,-806.2200000000012
125,2017-12-20,17295.2,17720.35,14777.66,16488.98,13450.496693,278528964015.0,0.3566747859012862,-806.2200000000012,17782.56,14134.1332,7799.93606060606,67.37253157218325,3997.569056180085,12259.790277777778,20254.92839013795,4264.652165417608,16303.0864,14571.1468,13171.36,11771.5732,1255.3523967788296,1232.5084956834137,23044.74033300001,-987.880000000001
126,2017-12-21,16480.52,17309.5,14022.0,15492.64,20324.2173,264788651530.0,0.3595556355747207,-987.880000000001,17662.225714285716,14388.718,7916.58202020202,63.67780194110665,3937.661960904619,12489.028611111113,20364.35253292035,4613.704689301875,16411.44108,14746.534459999999,13400.925,12055.31554,1135.6105681166246,1214.89069067127,2720.5230330000086,-2187.42
127,2017-12-22,15514.03,15699.34,10961.0,13326.61,36076.271175,231788283457.0,0.3926285247008259,-2187.42,17060.337142857144,14535.7824,8018.981919191919,56.72206444824932,3858.822535783449,12640.753888888888,20358.398960455786,4923.1088173219905,16411.44108,14746.534459999999,13400.925,12055.31554,946.175619502681,1166.0334050042538,-33355.748142,-26.610000000000582
128,2017-12-23,13326.61,14950.0,12978.18,13300.0,13141.538875,246349213910.0,0.39128825026158687,-26.610000000000582,16231.385714285714,14671.9104,8115.951616161616,56.64387953227992,3765.679928478732,12796.331944444444,20327.69180140191,5264.97208748698,16426.250079999998,14770.504959999998,13432.3,12094.09504,782.4920436207467,1096.2986120254343,-46497.287016999995,200.0
129,2017-12-24,13300.0,13819.99,11640.0,13500.0,28557.534988,233414163395.0,0.3912209892560107,200.0,15465.66857142857,14824.3952,8214.790505050505,57.101007314792845,3666.635438039608,12955.7225,20288.993376079216,5622.451623920784,16487.14988,14869.08006,13561.325,12253.569940000001,649.7842745530979,1015.114187030464,-17939.752028999996,199.34000000000015
130,2017-12-25,13500.0,14300.0,12708.0,13699.34,15748.207607,235126843805.0,0.3907026127157882,199.34000000000015,14728.967142857142,14978.8104,8315.79404040404,57.55974466884336,3569.8187767454997,13112.981944444446,20252.619497935444,5973.344390953446,16487.14988,14869.08006,13561.325,12253.569940000001,543.4457394318015,929.3562874670707,-2191.5444219999954,1989.67
131,2017-12-26,13699.34,16050.0,13533.0,15689.01,15034.668104,269908107763.0,0.40895142698199594,1989.67,14499.511428571428,15175.051199999998,8433.511212121211,61.75808548597731,3493.2161786051292,13320.676666666666,20307.109023876925,6334.244309456408,16487.14988,14869.08006,13561.325,12253.569940000001,526.9143098445675,856.1850188084337,12843.123682000005,-249.98999999999978
132,2017-12-27,15709.98,16498.05,14200.15,15459.99,14959.864723,265559172050.0,0.40921433893590653,-249.98999999999978,14352.512857142856,15357.850400000001,8550.177373737375,61.04315553119248,3393.7647074175707,13524.57888888889,20312.10830372403,6737.049474053748,16487.14988,14869.08006,13561.325,12253.569940000001,499.9135558516882,791.4083891799345,-2116.7410409999957,-1277.8599999999988
133,2017-12-28,15459.97,15539.99,13150.0,14182.11,21717.858014,244929825575.0,0.4222479239054795,-1277.8599999999988,14165.294285714286,15478.5184,8654.03707070707,57.24019438226587,3270.0786221683106,13690.584166666667,20230.741411003288,7150.426922330046,16487.14988,14869.08006,13561.325,12253.569940000001,425.1818044376887,724.8217374086171,-23834.599055,179.76000000000022
134,2017-12-29,14199.14,14981.0,13850.0,14378.9,18072.008116,245793634125.0,0.4204313366284148,179.76000000000022,14315.621428571429,15590.5144,8762.81393939394,57.65802802236861,3123.479847013084,13867.220555555556,20114.180249581725,7620.2608615293875,16515.00024,14914.15988,13620.33,12326.50012,367.92405983632125,659.9312505772905,-5762.590938999998,-1938.9799999999996
135,2017-12-30,14378.99,14398.85,11750.0,12440.01,19221.158039,217239803085.0,0.450239196389815,-1938.9799999999996,14192.765714285715,15620.1152,8852.148686868688,52.462809432216076,2976.8789639970105,13986.720833333333,19940.478761327355,8032.962905339312,16647.6346,15128.8477,13901.335,12673.8223,244.98792306733776,584.4870092118446,-24983.748978,1371.2600000000002
136,2017-12-31,12345.1,14050.11,12149.98,13716.36,11768.989718,237465823980.0,0.45515301230674343,1371.2600000000002,14223.674285714285,15626.767600000003,8952.515959595961,55.19624904178774,2836.436813167724,14126.06388888889,19798.937515224337,8453.190262553442,16748.64496,15292.34752,14115.34,12938.332480000001,190.93776100247305,512.9326004465042,-13214.759259999999,-335.64999999999964
137,2018-01-01,13715.65,13818.55,12750.0,13380.0,8609.915844,229119155396.0,0.45515897316224996,-335.64999999999964,14178.054285714286,15498.007600000003,9050.697575757576,54.349143171926386,2707.9884348734417,14244.174444444445,19660.151314191327,8828.197574697562,16871.83224,15491.74388,14376.33,13260.91612,132.60172110508938,443.7815314753379,-21824.675103999998,1292.9500000000007
138,2018-01-02,13382.16,15473.49,12890.02,14675.11,20078.092111,251377913955.0,0.4603549351733991,1292.9500000000007,14033.211428571429,15449.812000000002,9159.327474747475,56.96484517355089,2591.413720002915,14383.760833333334,19566.588273339163,9200.933393327505,16880.77192,15506.214039999999,14395.27,13284.325959999998,132.75564898975426,387.2313710234136,-1746.5829929999963,229.51000000000022
139,2018-01-03,14690.0,15307.56,14150.0,14919.51,15905.667639,255080562912.0,0.4601721443254464,229.51000000000022,13956.0,15460.349600000001,9270.81393939394,57.4382016273332,2475.55661812156,14523.280555555557,19474.393791798677,9572.167319312437,16880.77192,15506.214039999999,14395.27,13284.325959999998,140.8320784585776,342.43149964798886,14159.084646000003,140.03000000000065
140,2018-01-04,14919.51,15280.0,13918.04,15059.54,21329.649574,261795321110.0,0.4589482687500436,140.03000000000065,14081.347142857145,15466.732,9380.57696969697,57.71231685885062,2333.5948680253705,14672.493333333334,19339.683069384075,10005.303597282593,16916.4268,15563.926599999999,14470.81,13377.6934,151.33447811248152,307.686586641533,35488.73422,1900.83
141,2018-01-05,15059.56,17176.24,14600.0,16960.39,23251.491125,292544135538.0,0.4711782713913718,1900.83,14450.131428571429,15481.6288,9509.727373737374,61.201246313408376,2210.7591357881515,14870.310833333331,19291.829104909633,10448.792561757029,17139.21788,15924.54606,14942.825,13961.10394,229.99704274341457,293.56121502369325,58740.225345,109.40000000000146
142,2018-01-06,16960.39,17143.13,16011.21,17069.79,18571.457508,294217423675.0,0.4646083056216974,109.40000000000146,15111.528571428573,15510.4208,9639.98090909091,61.38982128011239,2125.3207532476276,15044.944166666666,19295.58567316192,10794.302660171412,17164.4746,15965.4277,14996.335,14027.2423,295.80644657093944,293.9694389413744,77311.682853,-919.7600000000002
143,2018-01-07,17069.79,17099.96,15610.0,16150.03,12493.125558,276634797271.0,0.4695821939366629,-919.7600000000002,15459.195714285715,15515.090400000001,9758.885151515151,58.91368739559133,2009.1489109803772,15191.055833333334,19209.35365529409,11172.75801137258,17229.469,16070.6305,15134.035,14197.4395,311.8178784161464,297.2146097549693,64818.557295000006,-1316.3099999999995
144,2018-01-08,16218.85,16322.3,12812.0,14902.54,26600.609912,254715263101.0,0.47808848050365166,-1316.3099999999995,15676.701428571429,15457.792800000001,9865.18878787879,55.77523070049431,1888.10748624801,15294.865,19071.07997249602,11518.65002750398,17327.07624,16228.621879999999,15340.83,14453.038120000001,274.91630776422244,293.16037302937895,38217.947383000006,-502.5400000000009
145,2018-01-09,14902.54,15500.0,14011.05,14400.0,14315.004253,245095808695.0,0.47900048507814474,-502.5400000000009,15637.4,15332.1996,9966.40090909091,54.570673936390804,1785.219632445886,15373.226111111111,18943.665376002882,11802.78684621934,17355.62988,16274.84006,15401.325,14527.80994,223.45431457370069,280.4865442192556,23902.943130000007,506.09000000000015
146,2018-01-10,14401.0,14955.66,13131.31,14907.09,17411.001655,251472635522.0,0.47983734165336955,506.09000000000015,15635.625714285716,15164.376800000002,10073.442222222222,55.5666386033345,1673.185422579377,15462.312222222223,18808.683067380978,12115.94137706347,17530.2746,16557.5277,15771.335,14985.1423,198.6666324348207,265.6101966220856,41313.94478500001,-1701.2199999999993
147,2018-01-11,14940.0,14968.68,11400.0,13238.78,33554.723751,225178724050.0,0.4735266302936692,-1701.2199999999993,15375.517142857143,14939.5272,10164.656262626264,51.728968662613624,1684.1181534464627,15453.665833333336,18821.902140226262,12085.42952644041,17530.2746,16557.5277,15771.335,14985.1423,113.86809862857808,238.02072425962967,7759.221034000009,501.25
148,2018-01-12,13238.76,14109.78,12500.0,13740.01,16417.162137,234865160377.0,0.42693789570651525,501.25,14915.462857142858,14734.8776,10260.086363636363,52.737671788618364,1695.9334868779592,15374.249444444444,18766.116418200363,11982.382470688524,17530.2746,16557.5277,15771.335,14985.1423,62.829777316417676,206.1678248154093,24176.38317100001,460.0499999999993
149,2018-01-13,13749.95,14580.0,13706.15,14210.0,12221.508528,241268592240.0,0.42672096467691395,460.0499999999993,14506.92142857143,14611.4696,10359.490404040404,53.67138209016848,1704.5224502313265,15327.860555555555,18736.90545601821,11918.815655092902,17530.2746,16557.5277,15771.335,14985.1423,38.50107152356941,175.6829605805293,36397.89169900001,-735.0100000000002
150,2018-01-14,14210.0,14339.5,12569.2,13474.99,17017.894329,231413491364.0,0.4225238314686339,-735.0100000000002,14124.772857142858,14490.91,10450.924646464648,52.018307896231825,1729.0126460078266,15295.052777777779,18753.07806979343,11837.027485762126,17530.2746,16557.5277,15771.335,14985.1423,-9.281440910846868,142.05306940027907,19379.99737000001,61.95000000000073
151,2018-01-15,13477.98,14249.99,13147.79,13539.93,14652.094705,232242775485.0,0.4221491253857097,61.95000000000073,13930.114285714286,14412.801599999999,10540.822929292928,52.15223384356202,1752.5895735138645,15257.27361111111,18762.45275813884,11752.09446408338,17530.2746,16557.5277,15771.335,14985.1423,-45.53744332550923,107.94570345013574,34032.09207500001,-2600.0
152,2018-01-16,13500.0,13542.93,9035.0,10900.0,63401.169175,193121120762.0,0.4582231858139999,-2600.0,13430.114285714286,14315.7372,10602.57090909091,46.701729219915265,1880.8914556992927,15099.274444444445,18861.05735584303,11337.49153304586,17166.83224,15969.24388,15001.33,14033.41612,-173.92579876022864,56.69633941188766,-29369.077099999995,88.80000000000109
153,2018-01-17,10899.99,11680.99,9037.94,10988.79,72331.796646,188070430523.0,0.4586374056745537,88.80000000000109,12870.357142857143,14223.288800000002,10665.255050505051,46.893735596285225,1988.2133726656234,14950.352222222224,18926.77896755347,10973.925476890978,17166.83224,15969.24388,15001.33,14033.41612,-273.16730330125574,-3.2788683541384174,42962.71954600001,-10.6200000000008
154,2018-01-18,10972.59,11878.82,10435.33,10961.97,48464.434937,192907550324.0,0.4586296492493338,-10.6200000000008,12545.098571428573,14121.7676,10727.280707070708,46.841307906686474,2086.5198380161605,14809.482222222221,18982.52189825454,10636.4425461899,17166.83224,15969.24388,15001.33,14033.41612,-352.16676177996305,-66.71303079519745,-5501.715390999991,514.9799999999996
155,2018-01-19,10960.0,11795.0,10360.0,11474.98,34129.375421,195158837709.0,0.46119746501076897,514.9799999999996,12221.522857142858,14032.793199999998,10788.34111111111,47.98543011173082,2141.497725593165,14674.482222222221,18957.47767340855,10391.486771035892,17166.83224,15969.24388,15001.33,14033.41612,-393.66790561063135,-126.15937167073088,28627.660030000006,1324.960000000001
156,2018-01-20,11474.98,13099.0,11412.45,12799.94,28768.857827,216907619830.0,0.46957720331453745,1324.960000000001,12020.085714285715,13917.2304,10860.56292929293,50.798544982071576,2105.7069218594147,14542.81861111111,18754.23245482994,10331.40476739228,17166.83224,15969.24388,15001.33,14033.41612,-373.77111266742577,-171.17968821558446,57396.517857000006,-1269.7999999999993
157,2018-01-21,12799.8,12799.8,10965.0,11530.0,41379.773426,195089460991.0,0.46881969381779154,-1269.7999999999993,11742.230000000001,13760.030799999999,10917.734747474748,48.227149143404205,2013.3983940901378,14332.466944444444,18359.26373262472,10305.670156264168,16981.455280000002,15819.29236,14880.01,13940.727640000001,-401.91125851195466,-213.1308828149245,16016.744431000006,-769.9500000000007
158,2018-01-22,11530.0,11926.35,9900.24,10760.05,43752.606791,183866421285.0,0.47203923384523744,-769.9500000000007,11345.104285714286,13623.1484,10968.745454545455,46.7513554582013,1944.3911858061633,14107.467777777778,17996.250149390104,10218.685406165452,16945.5468,15763.5016,14808.15,13852.7984,-449.95809447034117,-256.19037584318204,-27735.862359999992,39.13000000000102
159,2018-01-23,10760.05,11399.0,9905.0,10799.18,37473.922552,182830257191.0,0.47218317673014165,39.13000000000102,11330.701428571429,13479.959600000002,11019.646060606061,46.836396827848446,1843.2393895600478,13883.660277777779,17570.139056897875,10197.181498657683,15752.9046,14798.7727,14027.625,13256.4773,-483.25279100625266,-297.4744513273767,9738.060192000012,550.8500000000004
160,2018-01-24,10799.14,11570.48,10500.0,11349.99,27158.587762,191115225673.0,0.47077430087846145,550.8500000000004,11382.301428571427,13436.358800000002,11077.777272727273,48.037926733608664,1794.5366485060074,13718.515555555556,17307.58885256757,10129.44225854354,15580.69136,14659.46932,13914.92,13170.37068,-484.9956125141689,-331.56920790679345,36896.647954000015,-174.6899999999987
161,2018-01-25,11349.96,11794.05,10950.21,11175.27,20839.954183,189455303273.0,0.4693378388515615,-174.6899999999987,11412.772857142858,13334.7152,11134.981414141414,47.686294230401735,1778.610752282138,13570.9125,17128.134004564276,10013.690995435725,15580.69136,14659.46932,13914.92,13170.37068,-488.4234030322259,-360.0881524750539,16056.693771000013,-95.70000000000073
162,2018-01-26,11184.7,11643.0,10311.15,11089.0,33056.87196,187995804677.0,0.4663390923834235,-95.70000000000073,11357.632857142857,13243.0752,11189.578383838383,47.50967481287959,1794.030995388216,13448.589166666667,17036.6511574431,9860.527175890235,15580.69136,14659.46932,13914.92,13170.37068,-489.856848012465,-383.68246075458313,-17000.178188999984,402.0
163,2018-01-27,11089.0,11650.0,10842.69,11491.0,18860.768345,192550550498.0,0.4449888449107365,402.0,11170.641428571427,13115.7108,11244.941919191919,48.4252265986533,1823.4412728104608,13397.6,17044.482545620922,9750.717454379079,15580.69136,14659.46932,13914.92,13170.37068,-471.27593301512934,-399.60854662013696,1860.5901560000166,379.97000000000116
164,2018-01-28,11499.98,12244.0,11408.0,11879.95,16887.339524,198389948175.0,0.4465579047994418,379.97000000000116,11220.634285714284,12994.128399999998,11304.083131313133,49.305199400215976,1840.8891744827874,13358.154166666667,17039.93251563224,9676.375817701093,15580.69136,14659.46932,13914.92,13170.37068,-437.1142402947971,-406.4277636518933,18747.929680000016,-628.9500000000007
165,2018-01-29,11879.95,11975.02,11139.55,11251.0,14170.377538,190164444830.0,0.44904746403462326,-628.9500000000007,11290.77,12841.7868,11357.628383838386,47.944605644799324,1873.8046228337992,13295.681944444445,17043.291190112042,9548.072698776847,15580.69136,14659.46932,13914.92,13170.37068,-428.94708511904537,-410.52218573683,4577.552142000015,-1012.6000000000004
166,2018-01-30,11250.11,11308.42,9900.0,10237.51,25554.372946,170151556678.0,0.4572886161003455,-1012.6000000000004,11210.531428571428,12572.871599999999,11401.280707070708,45.84764357035795,1940.1517707290116,13199.519999999999,17079.823541458023,9319.216458541976,15457.371920000001,14459.859040000001,13653.650000000001,12847.44096,-456.43504541055154,-418.8699784047794,-20976.820803999984,55.100000000000364
167,2018-01-31,10230.0,10425.85,9700.0,10285.1,18015.956805,172099559942.0,0.43306869746750043,55.100000000000364,11058.404285714287,12301.484000000002,11449.84707070707,45.961795282729135,1951.0562803834723,13049.41138888889,16951.523949655835,9147.298828121944,15457.371920000001,14459.859040000001,13653.650000000001,12847.44096,-472.66131863155897,-428.65022208237565,-2960.863998999983,-1060.58
168,2018-02-01,10285.1,10335.0,8750.99,9224.52,33564.764311,154428564694.0,0.44382919463689285,-1060.58,10779.725714285714,12024.4636,11485.549393939393,43.84328608844509,2006.9208543669765,12876.203888888887,16890.04559762284,8862.362180154934,15218.30628,14072.89686,13147.155,12221.41314,-521.3123750709019,-445.49788626210767,-36525.628309999986,-351.4899999999998
169,2018-02-02,9224.52,9250.0,8010.02,8873.03,49971.626975,148725283812.0,0.4384244384190138,-351.4899999999998,10463.158571428572,11783.2832,11515.966161616161,43.16506734331304,2101.072194580601,12728.729444444445,16930.87383360565,8526.585055283243,15135.354640000001,13938.627680000001,12971.41,12004.192320000002,-569.1316808857009,-467.97675801185187,-86497.25528499999,326.9299999999985
170,2018-02-03,8873.03,9473.01,8229.0,9199.96,28725.000735,154540000411.0,0.4404012444379433,326.9299999999985,10135.867142857143,11575.281599999998,11550.62404040404,43.99392148821096,2161.294349873321,12584.87,16907.458699746643,8262.281300253358,15135.354640000001,13938.627680000001,12971.41,12004.192320000002,-590.2852191976144,-490.21466004562683,-57772.25454999999,-1015.1499999999987
171,2018-02-04,9199.96,9368.0,7930.0,8184.81,32014.308449,139433682759.0,0.4325794971961721,-1015.1499999999987,9607.99,11306.390399999998,11575.524747474747,42.036005275358065,2282.4068954993354,12466.67,17031.48379099867,7901.856209001329,14972.934720000001,13675.727640000001,12627.300000000001,11578.872360000001,-640.1187011760121,-517.4699402511515,-89786.56299899999,-1240.0
172,2018-02-05,8179.99,8382.8,6625.0,6939.99,63403.182579,117184385122.0,0.44390822769691807,-1240.0,8992.131428571429,11054.438800000002,11583.302626262626,39.8018396392062,2449.6954734478263,12278.437500000002,17177.828446895655,7379.046553104349,14679.157200000001,13200.206400000001,12004.89,10809.5736,-721.4109281827023,-554.5501198750698,-153189.74557799997,712.5100000000002
173,2018-02-06,6939.63,7878.0,6000.01,7652.14,100201.500307,130658094648.0,0.4588857781643144,712.5100000000002,8622.792857142858,10810.923999999999,11598.773737373736,41.62742506026769,2559.649092385791,12119.330277777777,17238.628462549357,7000.032093006195,14679.157200000001,13200.206400000001,12004.89,10809.5736,-753.8009860758248,-590.7775500933889,-52988.24527099998,-56.02000000000044
